event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
251,Technical Writing @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Technical Paper,Technical Writing,Solo,1,1,False,208,10000,2026-07-29,2026-07-31,2,🎯 SIT Pune presents Technical Writing - an exciting technical paper event at Symbiosis Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Technical Paper, Technical Writing, Highly Reputed, Symbiosis Techfest, solo-event",4.0,4.2,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/251,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
252,AI Challenge @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Coding,AI Challenge,Team,3,5,True,105,10000,2026-10-18,2026-10-21,3,💡 AI Challenge at GHRCE Techfest - GHRCE Nagpur. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, AI Challenge, Notable, GHRCE Techfest, team-event",3.7,3.7,3.9,Notable,https://ghrce.raisoni.net/techfest/events/252,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
253,Robotics Workshop @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Workshop,Robotics Workshop,Team,2,4,True,1902,0,2026-06-08,2026-06-10,2,🎯 TSEC Mumbai presents Robotics Workshop - an exciting workshop event at T-Spectra! Test your skills and compete with the best minds from across Maharashtra.,"Workshop, Robotics Workshop, Notable, T-Spectra, team-event",3.9,4.0,3.9,Notable,https://tsec.edu.in/t-spectra/events/253,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
254,Photography @ Turbine,TCET Mumbai,Turbine,Mumbai,Design,Photography,Team,3,4,True,339,10000,2026-08-02,2026-08-04,2,🎯 TCET Mumbai presents Photography - an exciting design event at Turbine! Test your skills and compete with the best minds from across Maharashtra.,"Design, Photography, Other Notable, Turbine, team-event",3.8,3.7,3.8,Other Notable,https://tcetmumbai.in/turbine/events/254,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
255,AI Challenge @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Coding,AI Challenge,Solo,1,1,False,259,10000,2026-09-04,2026-09-07,3,🎯 Solo event - Individual participation only. Showcase your personal skills in Coding!,"Coding, AI Challenge, Other Notable, PVG Techfest, solo-event",3.7,3.6,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/255,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
256,UI/UX Challenge @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Design,UI/UX Challenge,Team,2,2,True,384,5000,2026-09-29,2026-09-30,1,🚀 PCCOE Pune invites you to participate in UI/UX Challenge during Pinnacle. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, UI/UX Challenge, Notable, Pinnacle, team-event",4.0,4.1,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/256,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
257,3D Modeling @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Design,3D Modeling,Solo,1,1,False,294,10000,2026-10-13,2026-10-16,3,💡 3D Modeling at SFIT Techfest - SFIT Mumbai. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, 3D Modeling, Other Notable, SFIT Techfest, solo-event",3.6,3.8,3.8,Other Notable,https://sfit.ac.in/techfest/events/257,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
258,Bridge Building @ Techtors,YCCE Nagpur,Techtors,Nagpur,Mechanical,Bridge Building,Both,1,3,True,917,5000,2026-09-30,2026-10-03,3,💡 Bridge Building at Techtors - YCCE Nagpur. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, Bridge Building, Notable, Techtors, team-event",3.6,3.9,3.9,Notable,https://ycce.edu/techtors/events/258,events@ycce.edu/techtors,"21.1458° N, 79.0882° E"
259,Bot Battle @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Robotics,Bot Battle,Solo,1,1,False,941,20000,2026-09-04,2026-09-06,2,Join us for Bot Battle at KJ Somaiya Mumbai's Sanskruti! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Bot Battle, Highly Reputed, Sanskruti, solo-event",4.1,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/259,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
260,Research Paper @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Technical Paper,Research Paper,Team,3,3,True,142,10000,2026-08-28,2026-08-30,2,Join us for Research Paper at FCRIT Navi Mumbai's FCRIT Fest! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Research Paper, Other Notable, FCRIT Fest, team-event",3.8,4.0,3.7,Other Notable,https://fcrit.ac.in/fest/events/260,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
261,Treasure Hunt @ Impulse,COEP Technological University,Impulse,Pune,Competition,Treasure Hunt,Solo,1,1,False,36,2000,2026-06-01,2026-06-03,2,🎯 Solo event - Individual participation only. Showcase your personal skills in Competition!,"Competition, Treasure Hunt, Premier Institute, Impulse, solo-event",4.3,4.9,4.5,Premier Institute,https://impulse.coep.org.in/events/261,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
262,Cloud Computing @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Workshop,Cloud Computing,Both,1,3,True,1711,0,2026-10-06,2026-10-07,1,🚀 PVGCOET Pune invites you to participate in Cloud Computing during PVG Techfest. A perfect platform for workshop enthusiasts to demonstrate their talents.,"Workshop, Cloud Computing, Other Notable, PVG Techfest, team-event",3.7,3.6,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/262,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
263,RC Car Racing @ Prerana,SPCE Mumbai,Prerana,Mumbai,Mechanical,RC Car Racing,Team,2,2,True,825,20000,2026-05-07,2026-05-08,1,🎯 SPCE Mumbai presents RC Car Racing - an exciting mechanical event at Prerana! Test your skills and compete with the best minds from across Maharashtra.,"Mechanical, RC Car Racing, Notable, Prerana, team-event",3.8,4.4,4.0,Notable,https://spce.ac.in/prerana/events/263,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
264,HR Summit @ MITE,MIT-WPU Pune,MITE,Pune,Management,HR Summit,Solo,1,1,False,993,20000,2026-06-19,2026-06-21,2,🎯 MIT-WPU Pune presents HR Summit - an exciting management event at MITE! Test your skills and compete with the best minds from across Maharashtra.,"Management, HR Summit, Highly Reputed, MITE, solo-event",4.2,4.4,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/264,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
265,Finance Quiz @ Techyon,WCE Sangli,Techyon,Sangli,Management,Finance Quiz,Team,3,3,True,489,2000,2026-10-17,2026-10-18,1,🚀 WCE Sangli invites you to participate in Finance Quiz during Techyon. A perfect platform for management enthusiasts to demonstrate their talents.,"Management, Finance Quiz, Highly Reputed, Techyon, team-event",4.2,4.3,4.3,Highly Reputed,https://techyon.wce.ac.in/events/265,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
266,RC Car Racing @ Techfest,IIT Bombay,Techfest,Mumbai,Mechanical,RC Car Racing,Both,1,3,True,2766,20000,2026-07-25,2026-07-27,2,🤝 Open for both solo and team participation!,"Mechanical, RC Car Racing, Premier Institute, Techfest, team-event",4.5,5.0,4.8,Premier Institute,https://techfest.org/events/266,events@techfest.org,"19.0760° N, 72.8777° E"
267,Robo Race @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Robotics,Robo Race,Solo,1,1,False,457,50000,2026-09-18,2026-09-19,1,Join us for Robo Race at DJ Sanghvi Mumbai's Synergy! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Robo Race, Highly Reputed, Synergy, solo-event",4.2,4.2,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/267,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
268,Case Study @ Cognizance,IIIT Pune,Cognizance,Pune,Management,Case Study,Both,1,4,True,534,5000,2026-05-27,2026-05-30,3,🤝 Open for both solo and team participation!,"Management, Case Study, Highly Reputed, Cognizance, team-event",4.1,4.7,4.4,Highly Reputed,https://cognizance.org.in/events/268,events@cognizance.org.in,"18.5204° N, 73.8567° E"
269,AI Challenge @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Coding,AI Challenge,Solo,1,1,False,377,25000,2026-08-07,2026-08-10,3,🎯 SGGSIE&T Nanded presents AI Challenge - an exciting coding event at SGGSTech! Test your skills and compete with the best minds from across Maharashtra.,"Coding, AI Challenge, Other Notable, SGGSTech, solo-event",3.8,3.8,3.8,Other Notable,https://sggs.ac.in/techfest/events/269,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
270,Technical Writing @ Axis,VNIT Nagpur,Axis,Nagpur,Technical Paper,Technical Writing,Both,1,2,True,119,10000,2026-07-05,2026-07-07,2,🤝 Open for both solo and team participation!,"Technical Paper, Technical Writing, Premier Institute, Axis, team-event",4.7,4.8,4.7,Premier Institute,https://axisvnit.org/events/270,events@axisvnit.org,"21.1458° N, 79.0882° E"
271,UI/UX Challenge @ Axis,VNIT Nagpur,Axis,Nagpur,Design,UI/UX Challenge,Both,1,2,True,87,3000,2026-10-19,2026-10-22,3,🚀 VNIT Nagpur invites you to participate in UI/UX Challenge during Axis. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, UI/UX Challenge, Premier Institute, Axis, team-event",4.4,5.0,4.7,Premier Institute,https://axisvnit.org/events/271,events@axisvnit.org,"21.1458° N, 79.0882° E"
272,Innovation Challenge @ Axis,VNIT Nagpur,Axis,Nagpur,Technical Paper,Innovation Challenge,Solo,1,1,False,150,2000,2026-05-21,2026-05-22,1,💡 Innovation Challenge at Axis - VNIT Nagpur. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Innovation Challenge, Premier Institute, Axis, solo-event",4.4,5.0,4.7,Premier Institute,https://axisvnit.org/events/272,events@axisvnit.org,"21.1458° N, 79.0882° E"
273,Web Dev Workshop @ Vihaan,VIT Pune,Vihaan,Pune,Workshop,Web Dev Workshop,Team,3,3,True,572,0,2026-09-16,2026-09-19,3,Join us for Web Dev Workshop at VIT Pune's Vihaan! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Web Dev Workshop, Highly Reputed, Vihaan, team-event",4.4,4.4,4.2,Highly Reputed,https://vihaan.vit.edu/events/273,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
274,Poster Making @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Design,Poster Making,Both,1,2,True,4,5000,2026-07-08,2026-07-09,1,🚀 BVUCOE Pune invites you to participate in Poster Making during Bharati Techfest. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, Poster Making, Notable, Bharati Techfest, team-event",4.1,4.3,3.9,Notable,https://bvucoepune.edu.in/techfest/events/274,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
275,Embedded Systems @ VESITech,VESIT Mumbai,VESITech,Mumbai,Electronics,Embedded Systems,Team,3,4,True,1896,15000,2026-06-26,2026-06-29,3,🚀 VESIT Mumbai invites you to participate in Embedded Systems during VESITech. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, Embedded Systems, Notable, VESITech, team-event",3.9,3.7,3.9,Notable,https://vesit.edu.in/techfest/events/275,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
276,IoT Workshop @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Workshop,IoT Workshop,Solo,1,1,False,674,0,2026-06-24,2026-06-25,1,💡 IoT Workshop at Technotron - GCOE Aurangabad. Compete in this workshop event and win exciting prizes! Open for all engineering students.,"Workshop, IoT Workshop, Notable, Technotron, solo-event",3.6,3.7,3.8,Notable,https://gcoea.ac.in/technotron/events/276,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
277,Line Follower @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Robotics,Line Follower,Team,3,5,True,1007,20000,2026-07-20,2026-07-21,1,💡 Line Follower at Technovanza - VJTI Mumbai. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Line Follower, Premier Institute, Technovanza, team-event",4.3,4.6,4.5,Premier Institute,https://technovanza.org/events/277,events@technovanza.org,"19.0760° N, 72.8777° E"
278,Drone Racing @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Robotics,Drone Racing,Both,1,4,True,1439,10000,2026-07-02,2026-07-03,1,🎯 PVGCOET Pune presents Drone Racing - an exciting robotics event at PVG Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Robotics, Drone Racing, Other Notable, PVG Techfest, team-event",3.6,4.1,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/278,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
279,Photography @ Vishwaraj,VIIT Pune,Vishwaraj,Pune,Design,Photography,Both,1,3,True,377,3000,2026-09-16,2026-09-18,2,🚀 VIIT Pune invites you to participate in Photography during Vishwaraj. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, Photography, Notable, Vishwaraj, team-event",4.1,4.3,3.9,Notable,https://viitpune.edu.in/vishwaraj/events/279,events@viitpune.edu.in/vishwaraj,"18.5204° N, 73.8567° E"
280,Treasure Hunt @ Turbine,TCET Mumbai,Turbine,Mumbai,Competition,Treasure Hunt,Both,1,2,True,112,2000,2026-07-04,2026-07-05,1,🎯 TCET Mumbai presents Treasure Hunt - an exciting competition event at Turbine! Test your skills and compete with the best minds from across Maharashtra.,"Competition, Treasure Hunt, Other Notable, Turbine, team-event",3.7,4.0,3.8,Other Notable,https://tcetmumbai.in/turbine/events/280,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
281,Research Paper @ MITE,MIT-WPU Pune,MITE,Pune,Technical Paper,Research Paper,Solo,1,1,False,297,10000,2026-05-30,2026-05-31,1,🎯 MIT-WPU Pune presents Research Paper - an exciting technical paper event at MITE! Test your skills and compete with the best minds from across Maharashtra.,"Technical Paper, Research Paper, Highly Reputed, MITE, solo-event",3.9,4.5,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/281,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
282,Drone Racing @ Techyon,WCE Sangli,Techyon,Sangli,Robotics,Drone Racing,Solo,1,1,False,232,10000,2026-10-14,2026-10-15,1,💡 Drone Racing at Techyon - WCE Sangli. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Drone Racing, Highly Reputed, Techyon, solo-event",4.2,4.5,4.3,Highly Reputed,https://techyon.wce.ac.in/events/282,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
283,RC Car Racing @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Mechanical,RC Car Racing,Team,2,2,True,1147,20000,2026-06-30,2026-07-02,2,👥 Team event - Form your dream team and compete together!,"Mechanical, RC Car Racing, Premier Institute, Technovanza, team-event",4.4,4.4,4.5,Premier Institute,https://technovanza.org/events/283,events@technovanza.org,"19.0760° N, 72.8777° E"
284,Photography @ Technovanza,AIT Pune,Technovanza,Pune,Design,Photography,Both,1,2,True,67,5000,2026-06-26,2026-06-28,2,🤝 Open for both solo and team participation!,"Design, Photography, Highly Reputed, Technovanza, team-event",4.3,4.4,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/284,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
285,Pick and Place Robot @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Robotics,Pick and Place Robot,Both,1,3,True,1175,10000,2026-08-25,2026-08-28,3,🤝 Open for both solo and team participation!,"Robotics, Pick and Place Robot, Highly Reputed, Sanskruti, team-event",4.5,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/285,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
286,Hackathon @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Coding,Hackathon,Solo,1,1,False,23,3000,2026-07-16,2026-07-17,1,💡 Hackathon at FCRIT Fest - FCRIT Navi Mumbai. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Hackathon, Other Notable, FCRIT Fest, solo-event",3.9,3.9,3.7,Other Notable,https://fcrit.ac.in/fest/events/286,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
287,Line Follower @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Robotics,Line Follower,Both,1,3,True,849,10000,2026-08-31,2026-09-03,3,💡 Line Follower at RSCOE Techfest - RSCOE Pune. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Line Follower, Other Notable, RSCOE Techfest, team-event",4.0,4.0,3.8,Other Notable,https://rscoe.edu.in/techfest/events/287,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
288,Bot Battle @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Robotics,Bot Battle,Solo,1,1,False,455,10000,2026-09-20,2026-09-22,2,💡 Bot Battle at Raisoni Techfest - Raisoni Nagpur. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Bot Battle, Notable, Raisoni Techfest, solo-event",3.6,3.7,3.9,Notable,https://raisoni.net/techfest/events/288,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
289,Model Making @ Impulse,COEP Technological University,Impulse,Pune,Competition,Model Making,Both,1,4,True,134,5000,2026-10-06,2026-10-08,2,🎯 COEP Technological University presents Model Making - an exciting competition event at Impulse! Test your skills and compete with the best minds from across Maharashtra.,"Competition, Model Making, Premier Institute, Impulse, team-event",4.4,4.6,4.5,Premier Institute,https://impulse.coep.org.in/events/289,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
290,Case Study @ Impulse,SPIT Mumbai,Impulse,Mumbai,Management,Case Study,Solo,1,1,False,764,20000,2026-08-05,2026-08-07,2,💡 Case Study at Impulse - SPIT Mumbai. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, Case Study, Highly Reputed, Impulse, solo-event",4.4,4.7,4.4,Highly Reputed,https://spitimpulse.in/events/290,events@spitimpulse.in,"19.0760° N, 72.8777° E"
